oid,mjd,mag,magerr,catflags,filtercode,ra,dec
752202300015662,58217.2075926,20.208271,0.171167955,0,zr,157.5351423,44.3724443
752202300015662,58217.2285995,20.1996098,0.170230538,0,zr,157.5351514,44.3724043
752202300015662,58218.2284722,20.0466251,0.15398851,0,zr,157.5350567,44.3724095
752202300015662,58218.2327894,20.1932812,0.169546217,0,zr,157.5350896,44.3724044
752202300015662,58218.23375,20.1417561,0.164010361,0,zr,157.535142,44.3724248
752202300015662,58218.2651968,19.9855423,0.147720307,0,zr,157.5350943,44.372404
752202300015662,58219.2037269,20.0052509,0.14972721,0,zr,157.5349659,44.3723232
752202300015662,58219.2096065,19.8973007,0.138933688,0,zr,157.5351388,44.3724731
752202300015662,58219.2569792,20.0705242,0.156478465,0,zr,157.5349655,44.3724206
752202300015662,58221.2103125,19.7569122,0.125684425,0,zr,157.5351359,44.372641
752202300015662,58222.2535995,19.9912605,0.148300976,0,zr,157.534906,44.3723193
752202300015662,58223.1894792,20.0118752,0.150405049,0,zr,157.5350724,44.3724488
752202300015662,58224.1861227,19.9125519,0.140428156,0,zr,157.5350813,44.3723816
752202300015662,58226.2583912,20.0466042,0.153986275,0,zr,157.5350473,44.3724206
752202300015662,58229.182963,20.0904808,0.158572763,0,zr,157.5351019,44.3724195
752202300015662,58229.1840625,20.0109749,0.150312692,0,zr,157.5350625,44.3724631
752202300015662,58231.1782292,20.0974751,0.159309611,0,zr,157.5350577,44.3724192
752202300015662,58231.270544,19.9287567,0.142027467,0,zr,157.5349263,44.3724599
752202300015662,58242.1514352,19.9968948,0.148874342,0,zr,157.5350536,44.372532
752202300015662,58242.1523495,20.0470772,0.154035509,0,zr,157.5351056,44.3725107
752202300015662,58243.1868981,20.0309677,0.152368337,0,zr,157.5351181,44.3724788
752202300015662,58244.1864236,19.8907204,0.138292074,0,zr,157.5350729,44.3724448
752202300015662,58245.1842477,20.1745491,0.167526215,0,zr,157.5350733,44.3724367
752202300015662,58245.185162,19.7534523,0.125369921,0,zr,157.5350809,44.3724024
752202300015662,58246.2178704,19.9522896,0.144370243,32768,zr,157.5347605,44.3723998
752202300015662,58247.2256597,20.0223999,0.151485503,0,zr,157.5350136,44.3724453
752202300015662,58250.2197454,19.9160004,0.140767545,0,zr,157.5346908,44.3726028
752202300015662,58257.2215972,19.998745,0.149062872,0,zr,157.5352193,44.372435
752202300015662,58257.2253009,20.0008945,0.149282128,0,zr,157.5351014,44.3724314
752202300015662,58258.2148958,20.0141907,0.15064235,0,zr,157.5351084,44.3724021
752202300015662,58260.1749074,20.0638618,0.155782431,0,zr,157.5350024,44.37243
752202300015662,58260.1834491,19.9387817,0.143022627,0,zr,157.5350491,44.3724319
752202300015662,58262.1853125,20.0673218,0.156143695,0,zr,157.5349913,44.3724593
752202300015662,58262.238669,20.1073723,0.160355151,32768,zr,157.5354142,44.3724154
752202300015662,58263.2073958,19.8626728,0.135579407,32768,zr,157.5350357,44.3724782
752202300015662,58266.2383449,19.7958164,0.129261732,0,zr,157.5351502,44.3724443
752202300015662,58266.2392593,19.9013672,0.139331162,0,zr,157.5351594,44.3724778
752202300015662,58271.1813194,20.0252457,0.151778489,0,zr,157.5351513,44.3724871
752202300015662,58277.2398032,20.1206017,0.161757439,0,zr,157.5351384,44.3724748
752202300015662,58278.2418171,19.9719524,0.14634566,0,zr,157.535008,44.3724865
752202300015662,58279.1823148,19.8867188,0.137902841,0,zr,157.5351284,44.372457
752202300015662,58279.1832639,19.9607677,0.145220026,0,zr,157.5351274,44.3724406
752202300015662,58280.1965856,20.0009613,0.149288923,0,zr,157.5348886,44.3724987
752202300015662,58281.1991319,19.9181309,0.140977427,0,zr,157.5350914,44.3724312
752202300015662,58282.2012847,20.0282097,0.152083814,0,zr,157.5350865,44.3724437
752202300015662,58283.2169792,19.7296028,0.123217955,0,zr,157.5350517,44.3724838
752202300015662,58284.1771296,20.2413139,0.174757749,0,zr,157.5350356,44.3724552
752202300015662,58289.2232755,19.8969212,0.13889657,0,zr,157.5351813,44.3724303
752202300015662,58292.2407986,19.805542,0.130167469,0,zr,157.5351288,44.3723582
752202300015662,58397.5243981,19.858799,0.135207549,0,zr,157.5351791,44.3724559
752202300015662,58422.5349537,19.9125023,0.140423343,0,zr,157.5352719,44.3724219
752202300015662,58423.5289352,19.9638252,0.145527259,0,zr,157.5350777,44.3723931
752202300015662,58423.5298495,20.1628475,0.166268498,0,zr,157.5351429,44.372491
752202300015662,58424.5299537,19.8724594,0.136521786,0,zr,157.5350462,44.3724269
752202300015662,58425.4864468,19.8768768,0.13694866,0,zr,157.53521,44.3725292
752202300015662,58426.5073148,20.0365143,0.152941167,0,zr,157.5350625,44.3724756
752202300015662,58426.5125463,20.0233765,0.151586071,0,zr,157.5350569,44.3724581
752202300015662,58427.4887384,19.8485146,0.134223849,0,zr,157.5351256,44.3724444
752202300015662,58428.5050694,19.7685051,0.126742661,0,zr,157.5351443,44.3724474
752202300015662,58429.5329977,20.0539455,0.1547492,0,zr,157.5350912,44.3723956
752202300015662,58430.4891204,19.9369545,0.142840892,0,zr,157.535127,44.3724222
752202300015662,58431.52875,19.8076801,0.130367264,0,zr,157.5352078,44.3723274
752202300015662,58432.5289815,20.0568733,0.155053914,0,zr,157.5350061,44.3724702
